1397818193.0,1,1,17.5921692672,1
1397818193.0,2,1,17.59215249,1
1397818193.0,3,60,17.592135712815,1
1397818201.0,4,3660,17.592118935647,1
1397818225.0,5,27908,17.592102158495,1
1397818484.0,6,59305,17.592085381359,1
1397818490.0,7,18750,17.592068604239,1
1397818575.0,8,22159,17.592051827135,1
1397818611.0,9,20709,17.592035050047,1
1397818683.0,10,21898,17.592018272975,1
1397818712.0,11,21362,17.592001495919,1
1397818747.0,12,22638,17.591984718879,1
1397818771.0,13,23659,17.591967941855,1
1397818880.0,14,25133,17.591951164847,1
1397818904.0,15,23340,17.591934387855,1
1397818940.0,16,24522,17.591917610879,1
1397818929.0,17,25310,17.591900833919,1
1397818907.0,18,27343,17.591884056975,1
1397819054.0,19,29539,17.591867280047,1
1397819025.0,20,27687,17.591850503135,1
1397819041.0,21,29616,17.591833726239,1
1397819079.0,22,31680,17.591816949359,1
1397819312.0,23,32931,17.591800172495,1
1397819462.0,24,27840,17.591783395647,1
1397819516.0,25,25866,17.591766618815,1
1397819564.0,26,25983,17.591749841999,1
1397819577.0,27,26211,17.591733065199,1
1397819578.0,28,27101,17.591716288415,1
1397819589.0,29,28255,17.591699511647,1
1397819637.0,30,29247,17.591682734895,1
1397819660.0,31,29490,17.591665958159,1
1397819684.0,32,30234,17.591649181439,1
1397819787.0,33,30964,17.591632404735,1
1397819795.0,34,30129,17.591615628047,1
1397819847.0,35,31106,17.591598851375,1
1397819836.0,36,31257,17.591582074719,1
1397819925.0,37,32391,17.591565298079,1
1397819943.0,38,32054,17.591548521455,1
1397819973.0,39,32824,17.591531744847,1
1397820015.0,40,33377,17.591514968255,1
1397820022.0,41,33707,17.591498191679,1
1397820123.0,42,34683,17.591481415119,1
1397820129.0,43,33946,17.591464638575,1
1397820159.0,44,34893,17.591447862047,1
1397820231.0,45,35426,17.591431085535,1
1397820255.0,46,35217,17.591414309039,1
1397820274.0,47,35832,17.591397532559,1
1397820334.0,48,36538,17.591380756095,1
1397820369.0,49,36538,17.591363979647,1
1397820363.0,50,36958,17.591347203215,1
1397820382.0,51,37977,17.591330426799,1
1397820399.0,52,38792,17.591313650399,1
1397820429.0,53,39548,17.591296874015,1
1397820453.0,54,40079,17.591280097647,1
1397820544.0,55,40717,17.591263321295,1
1397820591.0,56,40181,17.591246544959,1
1397820647.0,57,40398,17.591229768639,1
1397820779.0,58,40464,17.591212992335,1
1397821012.0,59,39338,17.591196216047,1
1397821018.0,60,36924,17.591179439775,1
1397821007.0,61,37629,17.591162663519,1
1397821018.0,62,38429,17.591145887279,1
1397821020.0,63,39245,17.591129111055,1
1397821181.0,64,40050,17.591112334847,1
1397821238.0,65,38696,17.591095558655,1
1397821319.0,66,38734,17.591078782479,1
1397821372.0,67,38474,17.591062006319,1
1397821363.0,68,38559,17.591045230175,1
1397821390.0,69,39287,17.591028454047,1
1397821410.0,70,39803,17.591011677935,1
1397821438.0,71,40298,17.590994901839,1
1397821446.0,72,40695,17.590978125759,1
1397821441.0,73,41346,17.590961349695,1
1397821463.0,74,42108,17.590944573647,1
1397821487.0,75,42662,17.590927797614,1
1397821541.0,76,43128,17.590911021598,1
1397821523.0,77,43205,17.590894245598,1
1397821571.0,78,43980,17.590877469614,1
1397821613.0,79,44370,17.590860693646,1
1397821611.0,80,44604,17.590843917694,1
1397821661.0,81,45386,17.590827141758,1
1397821695.0,82,45543,17.590810365838,1
1397821703.0,83,45882,17.590793589934,1
1397821811.0,84,46561,17.590776814046,1
1397821836.0,85,45944,17.590760038174,1
1397821883.0,86,46385,17.590743262318,1
1397821925.0,87,46548,17.590726486478,1
1397821932.0,88,46773,17.590709710654,1
1397821986.0,89,47436,17.590692934846,1
1397822075.0,90,47511,17.590676159054,1
1397822070.0,91,47156,17.590659383278,1
1397822073.0,92,47885,17.590642607518,1
1397822114.0,93,48625,17.590625831774,1
1397822275.0,94,48885,17.590609056045,1
1397822306.0,95,47676,17.590592280333,1
1397822497.0,96,48012,17.590575504637,1
1397822528.0,97,46551,17.590558728957,1
1397822562.0,98,46862,17.590541953293,1
1397822614.0,99,47141,17.590525177645,1
1397822726.0,100,47226,17.590508402013,1
1397822717.0,101,46685,17.590491626397,1
1397822814.0,102,47303,17.590474850797,1
1397822811.0,103,47016,17.590458075213,1
1397822907.0,104,47626,17.590441299645,1
1397822925.0,105,47293,17.590424524093,1
1397822979.0,106,47713,17.590407748557,1
1397823002.0,107,47773,17.590390973036,1
1397823019.0,108,48140,17.590374197532,1
1397823079.0,109,48569,17.590357422044,1
1397823189.0,110,48569,17.590341646572,2
1397823225.0,111,48083,17.590323871116,1
1397823295.0,112,48312,17.590307095676,1
1397823362.0,113,48218,17.590290320252,1
1397823362.0,114,48152,17.590273544844,1
1397823398.0,115,48711,17.590256769452,1
1397823409.0,116,48936,17.590239994076,1
1397823429.0,117,49396,17.590223218716,1
1397823480.0,118,49773,17.590206443371,1
1397823466.0,119,49858,17.590189668043,1
1397823494.0,120,50424,17.590172892731,1
1397823509.0,121,50861,17.590156117435,1
1397823572.0,122,51292,17.590139342155,1
1397823628.0,123,51263,17.590122566891,1
1397823668.0,124,51301,17.590105791643,1
1397823680.0,125,51488,17.590089016411,1
1397823770.0,126,51939,17.590072241195,1
1397823813.0,127,51659,17.590055465994,1
1397823877.0,128,51815,17.59003869081,1
1397823884.0,129,51779,17.590021915642,1
1397823925.0,130,52261,17.59000514049,1
1397823968.0,131,52434,17.589988365354,1
1397823982.0,132,52589,17.589971590234,1
1397824052.0,133,53007,17.58995481513,1
1397824110.0,134,52916,17.589938040042,1
1397824153.0,135,52934,17.589921264969,1
1397824159.0,136,53085,17.589904489913,1
1397824173.0,137,53566,17.589887714873,1
1397824222.0,138,53978,17.589870939849,1
1397824364.0,139,54076,17.589854164841,1
1397824429.0,140,53358,17.589837389849,1
1397824415.0,141,53315,17.589820614873,1
1397824431.0,142,53828,17.589803839912,1
1397824473.0,143,54328,17.589787064968,1
1397824502.0,144,54484,17.58977029004,1
1397824551.0,145,54752,17.589753515128,1
1397824646.0,146,54846,17.589736740232,1
1397824626.0,147,54549,17.589719965352,1
1397824656.0,148,55056,17.589703190487,1
1397824653.0,149,55482,17.589686415639,1
1397824724.0,150,55997,17.589669640807,1
1397824779.0,151,55929,17.589652865991,1
1397824901.0,152,55971,17.589636091191,1
1397824920.0,153,55454,17.589619316407,1
1397825012.0,154,55792,17.589602541638,1
1397825074.0,155,55530,17.589585766886,1
1397825110.0,156,55514,17.58956899215,1
1397825134.0,157,55706,17.58955221743,1
1397825174.0,158,55995,17.589535442726,1
1397825234.0,159,56156,17.589518668037,1
1397825260.0,160,56156,17.589501893365,1
1397825284.0,161,56426,17.589485118709,1
1397825318.0,162,56712,17.589468344069,1
1397825349.0,163,56919,17.589451569445,1
