1393632000,236.028
1396310400,236.468
1398902400,236.918
1401580800,237.231
1404172800,237.498
1406851200,237.46
1409529600,237.477
1412121600,237.43
1414800000,236.983
1417392000,236.252
1420070400,234.747
1422748800,235.342
1425168000,235.976
1427846400,236.222
1430438400,237.001
1433116800,237.657
1435708800,238.034
1438387200,238.033
1441065600,237.498
1443657600,237.733
1446336000,238.017
1448928000,237.761
1451606400,237.827
1454284800,237.514
1456790400,237.99
1459468800,238.835
1462060800,239.44
1464739200,240.144
1467331200,240.111
1470009600,240.595
1472688000,241.068
1475280000,241.641
1477958400,241.993
1480550400,242.712
1483228800,243.717
1485907200,244.028
1488326400,243.721
1491004800,244.058
1493596800,243.926
1496275200,244.179
1498867200,244.328
1501545600,245.304
1504224000,246.445
1506816000,246.57
1509494400,247.333
1512086400,247.847
1514764800,248.816
1517443200,249.475
1519862400,249.413
1522540800,249.957
1525132800,250.64
1527811200,251.176
1530403200,251.482
1533081600,251.905
1535760000,252.261
1538352000,252.777
1541030400,252.662
1543622400,252.653
1546300800,252.55
1548979200,253.181
1551398400,254.095
1554076800,254.943
1556668800,255.167
1559347200,255.402
1561939200,256.087
1564617600,256.294
1567296000,256.593
1569888000,257.229
1572566400,257.824
1575158400,258.444
1577836800,258.82
1580515200,259.05
1584886516.021511,259.05
